Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]","People using at least basic sanitation services, urban (% of urban population) [SH.STA.BASS.UR.ZS]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],Expenditure on tertiary education (% of government expenditure on education) [SE.XPD.TERT.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Gross national expenditure (current US$) [NE.DAB.TOTL.CD]
2008,YR2008,Mali,MLI,2,57.6373024,83.90546518,42.60104687,5006021,34.403,5.610833641,0.4,5.485059231,51.66006294,17.93443595,9545096,65.597,2.086124699,39.02518,43.51478,16.05913,3.403559923,18.0316906,11087743365
2008,YR2008,Malta,MLT,100,100,100,99.9625,384526,93.929,0.727427793,100,100,100,100,24853,6.071,-0.529717519,23.11467,52.19563,17.69382,5.501210213,13.06567955,9256628094
2008,YR2008,Marshall Islands,MHL,61.5,91.61663818,85.57774789,89.52246947,39077,72.613,0.261364368,1.6,49.76511781,94.01348,59.00054197,14739,27.387,-2.174436387,..,..,..,17.55999947,29.35000038,246233800
2008,YR2008,Mauritania,MRT,66.7,62.03999329,76.60551432,48.60393584,1448147,44.788,4.525276167,18,4.009127237,35.98887591,12.26012975,1785189,55.212,0.88651357,42.63684,25.59149,16.71993,..,..,5774694228
2008,YR2008,Mauritius,MUS,98.8,99.52249146,99.85675492,94.53545967,519756,41.777,0.093741736,95.9,98.6370587,99.4818087,92.57028378,724365,58.223,0.554293375,28.39471,48.64084,10.20813,3.063070059,14.03944016,10996372506
2008,YR2008,Mexico,MEX,96.1,99.725953,97.47192479,88.49132043,84700556,77.222,1.659382407,52.3,96.16147852,86.21616916,67.27340096,24983933,22.778,-0.049591581,37.20858,28.71158,18.86044,4.82006979,17.38015938,1.12962E+12
2008,YR2008,"Micronesia, Fed. Sts.",FSM,29.8,80.94618988,..,..,24253,22.311,-0.784446596,4.5,54.58424878,..,..,84451,77.689,-0.751453055,..,..,..,..,..,..
2008,YR2008,Moldova,MDA,98.2,99.34114838,95.9787107,87.91153695,1224475,42.682,-0.262950497,81.2,98.85175604,78.30878622,66.18066477,1644358,57.318,-0.13625214,17.35672,37.32309,18.64535,8.237270355,19.85008049,9250765483
2008,YR2008,Monaco,MCO,100,100,100,100,31862,100,0.122477836,100,100,..,..,0,0,..,..,..,..,..,..,..
2008,YR2008,Mongolia,MNG,46.6,97.39881897,90.79070888,64.74300462,1727329,65.581,2.641021908,5.5,44.42862682,40.53898044,32.87910221,906558,34.419,-1.83381881,..,..,..,..,..,6435293262
2008,YR2008,Montenegro,MNE,77,99.57473755,96.47540107,93.51424198,391621,63.475,0.708286859,41.8,98.09078163,94.28316813,88.59047928,225348,36.525,-0.738343548,..,..,..,..,..,6968554270
2008,YR2008,Morocco,MAR,99.7,95.88226318,94.24903646,88.6964714,17995882,56.886,2.285321468,90.3,68.51272516,46.84767668,59.31059548,13639110,43.114,-0.031089571,35.53307,43.07103,..,5.342150211,17.47064018,1.05632E+11
2008,YR2008,Mozambique,MOZ,8,38.88888889,69.62268139,42.13219279,6735426,30.832,4.150177298,0.5,2.28574251,20.14478196,8.744735455,15110145,69.168,1.94631144,..,..,..,..,..,13723978955
2008,YR2008,Myanmar,MMR,18.8,86.38809204,79.0738171,80.31133919,13891315,28.507,1.245854765,1.9,36.37070482,53.03735634,62.86948815,34838171,71.493,0.321563741,..,..,..,..,..,..
2008,YR2008,Namibia,NAM,76.5,72.58519745,97.22636392,55.2389772,807205,39.597,3.891496397,11.3,22.66305895,68.21648237,15.74362972,1231347,60.403,-0.304000773,47.60078,18.67858,9.90603,6.403429985,24.86161041,9558351544
2008,YR2008,Nauru,NRU,100,97.93383026,98.04169049,65.63649816,10243,100,-0.234032286,100,..,..,..,0,0,..,..,..,..,..,..,..
2008,YR2008,Nepal,NPL,60.9,89.74219513,91.30175927,47.90666188,4329273,16.105,2.658824809,8.4,49.47201853,82.99235575,33.5984778,22552271,83.895,0.241055415,62.3792,24.16327,13.45753,3.805170059,22.23003006,15115315366
2008,YR2008,Netherlands,NLD,100,100,100,97.5,14044865,85.402,1.404945288,100,100,100,99.89611012,2400728,14.598,-5.354312008,..,..,..,5.029049873,11.87849045,8.707E+11
2008,YR2008,New Caledonia,NCL,..,100,..,..,160140,65.969,2.462314454,..,100,..,..,82610,34.031,-0.477010837,..,..,..,..,..,11861263489
2008,YR2008,New Zealand,NZL,100,100,100,100,3675355,86.28,0.779170376,100,100,100,100,584445,13.72,1.287067369,..,..,..,5.511449814,14.07769012,1.33466E+11
2008,YR2008,Nicaragua,NIC,67.2,96.33187103,96.04940171,75.12311536,3214997,56.525,1.770829743,7.4,53.0617761,61.29210981,51.76335539,2472747,43.475,0.969604279,..,..,..,..,..,10863572445
2008,YR2008,Niger,NER,5.8,49.34331131,89.8848224,33.20867318,2508220,16.229,3.641714191,0.2,4.496182112,33.15797447,4.760427214,12946955,83.771,3.678518685,69.34212,21.24667,9.41121,2.723119974,16.17733002,8271846220
2008,YR2008,Nigeria,NGA,2.9,84.8,76.22762472,37.46754544,63546553,41.702,4.859830828,0.5,25.62129724,42.43545248,29.90516082,88835953,58.298,1.216410384,..,..,..,..,..,3.03684E+11
2008,YR2008,North Macedonia,MKD,82.8,99.19,96.53327477,95.01324496,1170314,57.175,0.00769054,42,99.21335085,97.86243025,85.37246248,876584,42.825,0.3713319,..,..,..,..,..,12398918657
2008,YR2008,Northern Mariana Islands,MNP,..,100,..,..,54506,90.795,-4.817317852,..,100,..,..,5526,9.205,-5.766096177,..,..,..,..,..,..
2008,YR2008,Norway,NOR,100,100,100,98,3744286,78.526,1.618866752,100,100,100,98.3,1023926,21.474,-0.104250053,25.21059,34.81273,31.98681,6.285220146,15.71776009,3.82856E+11
2008,YR2008,Oman,OMN,100,100,92.53114675,96.7348133,1963882,74.08,2.473929418,100,100,71.72948842,88.82574041,687146,25.92,-0.386506048,..,..,..,..,..,47933457737
2008,YR2008,Pakistan,PAK,79,95.82015991,94.63904439,70.34248774,64313863,34.59,2.767492607,9.2,73.69893988,85.1304409,32.75804851,121618092,65.41,1.869019872,..,..,..,2.746229887,14.09696007,1.88497E+11
2008,YR2008,Palau,PLW,51.1,99.20601654,99.63645081,97.83542873,14019,73.389,-0.363131874,61.3,96.56503712,99.11297406,89.14824141,5083,26.611,-4.105018017,..,..,..,6.239999771,12.05000019,..
2008,YR2008,Panama,PAN,100,97.98035431,97.41516957,80.71399397,2256550,64.56,2.291459702,100,64.96187249,80.84424968,52.55174222,1238726,35.44,1.017652429,..,..,..,3.50229001,14.88982964,27802300000
2008,YR2008,Papua New Guinea,PNG,40.1,64.91468811,83.23442033,55.57436745,931864,13.055,2.948290349,2,7.860149256,29.12740699,12.97528563,6206124,86.945,3.106824945,..,..,..,..,..,..
2008,YR2008,Paraguay,PRY,73.5,99.009049,96.5937193,89.3487122,3308734,58.612,1.536864539,24.5,93.37661241,74.70869436,66.61978774,2336414,41.388,0.194546798,..,..,..,..,..,23606247733
2008,YR2008,Peru,PER,81.4,97.041166,93.43674366,78.89458261,21907680,76.052,1.044934386,10.8,45.41755096,62.79599436,41.79634667,6898505,23.948,-0.317405196,40.47731,33.30163,15.70794,2.867749929,14.38191032,1.19319E+11
2008,YR2008,Philippines,PHL,61.4,93.7,94.9753757,73.54907982,41478745,45.455,1.683608804,22,74.63317436,84.21188581,59.67492125,49773581,54.545,2.026387146,50.63602,25.41401,10.42069,2.582829952,14.4419899,1.83382E+11
2008,YR2008,Poland,POL,100,99.68027496,99.30725806,97.32517857,23300939,61.116,-0.171087005,100,99.94329326,96.18145161,88.56821429,14824820,38.884,0.304669702,31.04745,36.4423,20.54401,5.042399883,11.41539955,5.61753E+11
2008,YR2008,Portugal,PRT,100,100,99.48113161,98.94901882,6267228,59.359,1.177147515,100,100,99.20635711,97.87194745,4290949,40.641,-1.345594801,28.82131,42.09272,19.3389,4.696090221,10.35739994,2.88582E+11
2008,YR2008,Puerto Rico,PRI,..,100,..,..,3533033,93.942,-0.647314085,..,100,..,..,227833,6.058,0.358359495,..,..,..,..,..,76445478000
2008,YR2008,Qatar,QAT,100,100,..,..,1417399,98.139,16.13212216,100,100,..,..,26878,1.861,4.637474894,..,..,..,4.22755003,15.05552006,76894505495
2008,YR2008,Romania,ROU,100,97.04953766,100,93.4398225,11001524,53.567,-1.421522696,100,95.76024829,100,58.77681103,9536351,46.433,-1.948120267,18.89312,35.82631,27.46122,4.097199917,11.61622047,2.41887E+11
2008,YR2008,Russian Federation,RUS,98.3,98.51764679,98.6966043,94.23049097,105055527,73.598,0.01721238,97.9,97.76878018,88.10251889,64.30572763,37686839,26.402,-0.214245733,..,..,23.11347,4.101749897,11.95923042,1.5318E+12
2008,YR2008,Rwanda,RWA,0.7,28.1,75.91607007,58.19734385,1655603,16.925,2.705261793,0.1,1.497531771,46.75961181,55.33760225,8126393,83.075,2.676778424,45.59538,24.98727,25.40973,3.504080057,15.59150982,5959839128
2008,YR2008,Samoa,WSM,54.2,98.2,86.87451753,94.82791818,39362,20.524,-0.410719843,16.2,98.07417615,90.46729879,95.20710271,152425,79.476,0.969751715,..,..,..,5.144209862,16.06422997,..
2008,YR2008,San Marino,SMR,100,100,..,..,29246,95.264,1.342486859,100,100,..,..,1454,4.736,-4.175690811,..,..,..,..,..,..
2008,YR2008,Sao Tome and Principe,STP,1.3,68.31292725,77.16242332,36.10372126,109066,62.68,4.287140087,0.2,43.6880152,66.74515531,21.72671858,64938,37.32,-0.641628063,..,..,..,5.554490089,18.24863052,..
2008,YR2008,Saudi Arabia,SAU,100,100,..,..,22402324,81.649,4.126140745,100,100,..,..,5035029,18.351,2.651389718,..,..,..,5.13781023,19.25741959,3.73628E+11
2008,YR2008,Senegal,SEN,68.7,81.18456268,91.08943397,64.49078202,5099067,42.947,3.601494032,7.7,26.08405304,53.5362191,30.80211956,6773862,57.053,1.91800538,44.92799,24.06448,24.54635,4.025680065,19.22613907,20404984878
2008,YR2008,Serbia,SRB,85.7,99.5860672,88.75615396,97.48975811,4009546,54.55,-0.017905661,40.9,99.64426546,93.1558961,94.56206786,3340676,45.45,-0.912969425,47.23863,23.73194,27.30179,4.441999912,10.39081955,63569016663
2008,YR2008,Seychelles,SYC,100,98.99178314,..,..,45755,52.619,2.871116683,100,93.69648665,..,..,41201,47.381,1.535970716,..,..,..,..,..,1102753803
2008,YR2008,Sierra Leone,SLE,0.4,33.1,71.83735248,22.99634859,2319217,38.077,3.546338957,0.3,..,35.57179306,6.316480514,3771643,61.923,1.89746733,50.16805,24.9874,20.82963,2.413170099,14.93089962,2755932412
2008,YR2008,Singapore,SGP,100,100,100,100,4839396,100,5.321517083,100,100,..,..,0,0,..,22.46982,25.60021,32.59053,2.764600039,30.0994091,1.55327E+11
2008,YR2008,Sint Maarten (Dutch part),SXM,..,99.5849762,95.78323101,98.62848697,33964,100,0.451494681,..,..,..,..,0,0,..,..,..,..,..,..,..
2008,YR2008,Slovak Republic,SVK,100,100,98.9,99.28187736,2964549,55.111,-0.186060861,100,100,96.8,97.98192656,2414684,44.889,0.420482206,17.98809,45.70063,21.52906,3.521650076,9.51928997,1.0267E+11
2008,YR2008,Slovenia,SVN,100,100,..,..,1055309,52.209,0.592002543,100,100,..,..,966007,47.791,-0.313687404,..,..,23.29824,5.109519958,11.34092045,56953592131
2008,YR2008,Solomon Islands,SLB,37.1,63.9871521,90.76225955,67.13290506,98752,19.138,4.578058134,2.4,19.63693556,71.63064409,14.95657089,417249,80.862,1.68286884,..,..,..,7.656330109,18.12689018,842703952.7
2008,YR2008,Somalia,SOM,1.4,40.82791901,67.50107269,49.81508123,4121412,36.011,7.46195782,0.3,12.73323365,18.24145429,12.44210885,7323458,63.989,0.416434597,..,..,..,..,..,..
2008,YR2008,South Africa,ZAF,86.6,86.11885071,98.62386151,73.55740106,30923017,61.154,2.016722351,51,75.25839975,73.01969882,56.89910852,19642795,38.846,-0.242375165,40.73365,31.1158,13.00968,4.374249935,17.90630913,3.20548E+11
2008,YR2008,South Sudan,SSD,0.1,9.836192131,..,..,1549034,17.555,5.483132248,0,..,..,..,7274854,82.445,4.547519948,..,..,..,..,..,9492726486
2008,YR2008,Spain,ESP,100,100,100,99.87773301,35833174,77.976,1.898446523,100,100,100,99.99454855,10120932,22.024,0.529473135,25.38798,37.65901,23.07994,4.528059959,10.92607975,1.70914E+12
2008,YR2008,Sri Lanka,LKA,56.2,94.22583008,95.733495,82.82488054,3703550,18.257,0.943481795,13.7,80.32461083,82.99259558,84.33733693,16582093,81.743,1.043960289,..,..,..,1.980000019,10.25,46285958081
2008,YR2008,St. Kitts and Nevis,KNA,100,99.46218109,..,..,14903,31.603,-0.140812039,100,96.32100234,..,..,32253,68.397,0.503544518,..,..,..,..,..,..
2008,YR2008,St. Lucia,LCA,91.6,94.83882141,95.49985884,80.80774032,33936,20.131,-3.994466494,95.8,92.10530201,91.80814854,84.88767589,134640,79.869,1.829618679,..,..,..,4.483530045,19.94337082,..
2008,YR2008,St. Martin (French part),MAF,..,99.5849762,100,99.3397355,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,St. Vincent and the Grenadines,VCT,96,91.43558502,..,..,53150,48.18,0.344902667,96.6,88.81566058,..,..,57166,51.82,-1.201513285,..,..,..,..,..,..
2008,YR2008,Sudan,SDN,47.3,45.75,64.9578452,46.65002736,10555557,32.919,2.924909488,18,7.318849037,41.26631231,15.29625748,21509684,67.081,2.684801634,..,..,..,1.851500034,9.392780304,53968226995
2008,YR2008,Suriname,SUR,93,97.72866821,97.96709251,89.48830009,354957,66.479,1.026501002,72,88.60380676,82.13787933,66.72361176,178981,33.521,1.331309473,..,..,..,..,..,3368670310
2008,YR2008,Sweden,SWE,100,100,99.73176984,99.11350279,7813274,84.746,0.965653049,100,100,98.95712782,99.09380058,1406363,15.254,-0.251467767,24.60966,37.87065,27.00642,6.344550133,12.94456005,4.88664E+11
2008,YR2008,Switzerland,CHE,100,100,100,99.8998999,5625324,73.556,1.305980633,100,100,100,99.82878649,2022351,26.444,1.17232013,25.3011,45.37242,23.99906,4.731929779,15.88504028,5.13492E+11
2008,YR2008,Syrian Arab Republic,SYR,99.8,99.96349335,95.52953916,93.6752466,11783890,54.875,4.322216035,97.9,80.81542891,89.33985836,87.48940205,9690169,45.125,2.85326492,..,..,24.94433,4.59525013,20.04079056,..
2008,YR2008,Tajikistan,TJK,93.2,99.3458252,92.78401433,93.43426784,1942198,26.516,1.885024299,52.8,98.39531752,57.46386061,92.45134249,5382429,73.484,1.874767166,..,..,14.24787,3.459830046,12.80049992,7607896290
2008,YR2008,Tanzania,TZA,2.8,40.1,74.40868284,25.8614052,11479108,26.776,5.206263956,0.4,1.041767602,27.98602892,12.28111064,31391776,73.224,1.839084603,45.43192,17.02626,29.85023,4.185910225,18.94046974,30784893058
2008,YR2008,Thailand,THA,87.5,99.48749542,98.96639312,93.52541817,27767512,41.242,3.930471701,59.55,91.54569544,95.64430226,95.61468166,39560727,58.758,-1.42739937,45.13959,14.26054,21.176,3.508500099,18.16284943,2.80333E+11
2008,YR2008,Timor-Leste,TLS,9.8,82.65681458,81.42560458,67.54230409,282131,27.048,3.561033704,0.9,28.36542774,52.0165595,34.81988386,760945,72.952,1.836069844,..,..,..,8.670570374,7.090539932,1404398400
2008,YR2008,Togo,TGO,5.5,64.69002533,83.82182513,26.44757282,2276619,36.587,4.147478343,0.4,12.88690248,38.67231684,4.49262614,3945863,63.413,2.111773395,44.00411,35.89322,20.10267,3.285300016,19.24566078,5358385736
2008,YR2008,Tonga,TON,87.3,97.42610168,98.30934388,98.55874059,24895,23.281,0.507410882,45,89.33957798,98.28800579,89.36198556,82037,76.719,0.204995618,..,..,..,..,..,495296061.3
2008,YR2008,Trinidad and Tobago,TTO,100,100,..,..,757713,54.402,0.226860082,100,100,..,..,635090,45.598,0.985011386,..,..,..,..,..,..
2008,YR2008,Tunisia,TUN,99.5,99.7,98.77162743,94.8530868,7058984,66.093,1.371197127,98,98.81522684,77.46045022,64.89495962,3621396,33.907,0.106452074,27.65974,47.34098,24.99928,6.271570206,25.25867081,46217899727
2008,YR2008,Turkiye,TUR,99.3,99.57504272,96.52577914,97.37479103,49675599,69.651,2.063867149,82.5,99.94775156,91.6540815,79.43505096,21645127,30.349,-0.749657253,..,..,..,..,..,7.96765E+11
2008,YR2008,Turkmenistan,TKM,100,99.69377899,97.49522721,92.02992814,2441308,47.868,2.086618842,99.6,99.53898709,88.29449548,97.14954913,2658775,52.132,0.936226673,..,..,..,..,..,14652339190
2008,YR2008,Turks and Caicos Islands,TCA,..,99.68410492,..,..,24486,89.294,4.857577892,..,73.49339847,..,..,2936,10.706,-0.23813585,..,..,..,..,..,..
2008,YR2008,Tuvalu,TUV,50.8,97.54084778,98.85633136,84.61512972,5420,52.765,3.16772808,22.3,94.70461819,98.21816594,79.07938556,4852,47.235,-0.943596745,..,..,..,..,..,..
2008,YR2008,Uganda,UGA,2.7,49.86244583,73.43718937,28.53944502,5608933,18.384,5.600502731,0.4,8.274216995,29.14003391,15.67891158,24900929,81.616,2.334437041,..,..,..,1.960000038,..,15552024067
2008,YR2008,Ukraine,UKR,97.6,99.8664856,95.83505577,97.4511433,31605908,68.325,-0.280635586,87,99.61829843,96.28450573,92.46077663,14652281,31.675,-1.101884552,..,..,31.53146,6.152420044,13.55782986,2.02505E+11
2008,YR2008,United Arab Emirates,ARE,100,100,..,..,5827655,83.387,17.83655678,100,100,..,..,1161030,16.613,15.23170663,..,..,..,..,..,2.86381E+11
2008,YR2008,United Kingdom,GBR,100,100,100,99.03639669,49913475,80.757,1.131869196,100,100,100,99.47477432,11893520,19.243,-0.647312856,31.57509,47.03944,15.70931,4.884970188,12.73311043,2.98411E+12
2008,YR2008,United States,USA,100,100,99.69304221,99.85302032,244607104,80.438,1.156185671,100,100,95.51131593,99.9963302,59486862,19.562,0.085657262,..,..,..,..,..,1.55107E+13
2008,YR2008,Uruguay,URY,100,99.472839,99.13794232,94.92025307,3135892,93.998,0.457566063,100,88.00191312,80.87631767,88.57915739,200234,6.002,-3.359436385,..,..,..,..,..,32613981018
2008,YR2008,Uzbekistan,UZB,98.7,99.82613373,98.46030279,99.05571074,13648397,49.989,2.578263292,73.4,99.16180538,92.34676433,95.7585475,13654403,50.011,0.642188134,..,..,..,..,..,28784388080
2008,YR2008,Vanuatu,VUT,44.1,83.33946228,96.99733223,66.15205223,56113,23.985,3.675516495,3.4,21.68378102,81.25983968,51.54925778,177839,76.015,2.034742561,49.72826,32.91404,5.85659,5.951509953,21.40563011,682672017.5
2008,YR2008,"Venezuela, RB",VEN,99.2,99.69495392,..,..,24590433,88.031,1.502444466,78.6,93.20203165,..,..,3343400,11.969,1.26537485,..,..,..,..,..,2.84945E+11
2008,YR2008,Vietnam,VNM,76.8,99.39295197,96.22943209,86.55134691,24932764,29.128,3.145802321,26.3,91.55541556,83.5676636,59.66774448,60664477,70.872,0.103648094,29.38257,35.77344,22.16482,4.886740208,18.00123978,1.1201E+11
2008,YR2008,Virgin Islands (U.S.),VIR,..,100,..,..,102152,94.239,0.252884288,..,100,..,..,6245,5.761,-3.121312658,..,..,..,..,..,..
2008,YR2008,West Bank and Gaza,PSE,..,99.9,94.76482558,93.79990133,2647431,73.704,3.040783436,..,99.51971392,91.30231026,90.36773341,944546,26.296,1.944577876,..,..,..,..,..,10581400000
2008,YR2008,"Yemen, Rep.",YEM,94.5,92.24500275,74.73911284,85.48907853,7143108,30.619,4.863597847,43.6,43.41289626,36.67376192,32.80942891,16185896,69.381,2.1757869,..,..,..,5.15143013,12.48923969,..
2008,YR2008,Zambia,ZMB,39.2,55.17966843,84.74796944,44.54864766,4931812,38.371,4.856340711,2.2,7.411150161,37.05741731,14.94067232,7921154,61.629,2.779151648,..,..,..,1.099720001,5.651800156,..
2008,YR2008,Zimbabwe,ZWE,82.6,85.19864655,94.51003161,58.20632054,4211896,33.56,0.254389398,4.5,13.76237529,55.49729284,34.39965801,8338451,66.44,1.074027025,..,..,..,..,..,5589747200
2008,YR2008,Africa Eastern and Southern,AFE,36.10218835,58.88374074,79.51829633,42.56676223,155383774,31.3432413,4.122775797,5.237580528,12.98650865,33.44864308,18.52423027,340365126,68.6567587,2.158024859,..,..,..,3.844995141,16.25814056,6.89682E+11
2008,YR2008,Africa Western and Central,AFW,14.52066996,75.56712766,79.97795659,37.39771661,135972155,40.36053533,4.48702372,1.266892092,19.52946843,44.60557963,19.55450274,200921680,59.63946467,1.742910555,43.547835,25.91333,17.6369,2.723119974,18.0316906,5.3277E+11
2008,YR2008,Arab World,ARB,93.0679106,94.55965345,92.33486566,87.00911466,192585424,55.55929239,3.525021784,73.21763448,70.43471319,69.15779177,61.9545289,154045019,44.44070761,1.699802949,..,..,..,4.22755003,11.63000011,1.65008E+12
2008,YR2008,Caribbean small states,CSS,95.88075995,98.52516278,..,..,3500786,50.56071819,0.588771929,78.20875945,87.38989222,..,..,3423138,49.43928181,0.550110004,30.2266,42.63241,15.71206,6.191319942,19.11938095,..
2008,YR2008,Central Europe and the Baltics,CEB,100,98.96928825,99.57174053,96.03952439,65021934,61.92454055,-0.224385644,100,98.14386671,97.63205284,83.05076905,39979949,38.07545945,-0.57357284,18.89312,41.45747,21.20481,4.839900017,11.41539955,1.61264E+12
2008,YR2008,East Asia & Pacific,EAS,76.48623557,99.15645566,96.86283398,83.01269467,1087741858,49.89838162,2.871772884,28.763242,91.35856972,77.23338967,59.43847692,1092172253,50.10161838,-1.319742383,..,..,..,3.508500099,14.18884516,1.37071E+13
2008,YR2008,Euro area,EMU,100,99.99153343,99.90053098,99.05493822,250125886,74.82296474,0.794921648,100,99.99549674,99.39799146,98.60745367,84164378,25.17703526,-0.40611389,25.309675,42.637585,22.3045,5.109519958,11.87849045,1.39923E+13
2008,YR2008,Europe & Central Asia,ECS,99.10374367,99.52886076,98.86366253,97.38772289,619583863,70.35848013,0.711869572,90.97301674,99.10846762,93.48408931,88.20006572,261026206,29.64151987,-0.306690379,25.21059,41.45747,21.52906,4.862435102,12.32505989,2.30713E+13
2008,YR2008,Europe & Central Asia (excluding high income),ECA,97.71558606,98.98537136,97.49335337,95.32058147,246269946,65.92974898,0.6908394,81.33934178,98.49869576,88.52594262,81.44873902,127263927,34.07025102,-0.171275578,..,..,16.44074,4.101749897,12.80049992,3.04895E+12
2008,YR2008,European Union,EUU,100,99.79001723,99.85135819,98.49927471,319163672,72.55497181,0.624319174,100,99.38533081,98.98689124,93.89093448,120728541,27.44502819,-0.471634786,24.08552,42.09272,22.51867,5.029049873,11.61622047,1.6156E+13
2008,YR2008,High income,HIC,99.99351748,99.93633773,99.74897142,99.08972394,918442966,78.87871154,1.217058574,99.88551865,99.48325384,97.55221521,95.9650305,245930725,21.12128846,-0.576799212,25.22098,40.998635,23.16979,4.785914898,12.59972,4.67086E+13
2008,YR2008,Late-demographic dividend,LTE,85.34943929,99.62243815,98.15773201,87.35556658,1150058170,53.34107228,2.54801084,38.7478023,96.14260202,79.80745737,63.97547321,1005988045,46.65892772,-1.436535188,31.04745,37.86879,20.54401,4.101749897,14.03944016,1.10162E+13
2008,YR2008,Latin America & Caribbean,LCN,94.83206678,99.00920711,97.85725064,86.45508879,449611195,78.01001026,1.503020476,51.22603144,81.84011665,78.85126783,57.39701155,126739444,21.98998974,-0.192448923,..,..,..,4.639089823,..,4.5842E+12
2008,YR2008,Latin America & the Caribbean (IDA & IBRD countries),TLA,94.84982926,98.98613473,97.87308101,86.35324656,436677002,77.95202782,1.547738572,50.64597022,81.58793811,78.71363138,56.88135023,123509835,22.04797218,-0.193953363,..,..,..,4.458109856,17.38015938,4.41941E+12
